淅川	南阳
沁源	长治
灌阳	桂林
怀柔	北京
清水	天水
昌都	昌都
越秀	广州
波密	林芝
东河	包头
涉县	邯郸
平山	本溪
惠济	郑州
博山	淄博
宏伟	辽阳
纳溪	泸州
泰宁	三明
蒙山	梧州
南涧彝族	大理
呈贡	昆明
邕宁	南宁
岢岚	忻州
通城	咸宁
工布江达	林芝
龙子湖	蚌埠
加查	山南
台儿庄	枣庄
雨花	长沙
紫金	河源
同安	厦门
龙亭	开封
莲花	萍乡
镶黄旗	锡林郭勒盟
安平	衡水
平果	百色
双塔	朝阳
广昌	抚州
南关	长春
昭平	贺州
土默特左旗	呼和浩特
浦东新	上海
临川	抚州
青田	丽水
沙河口	大连
兰考	开封
楚州	淮安
正阳	驻马店
蒲城	渭南
让胡路	大庆
细河	阜新
宜宾	宜宾
金城江	河池
江阳	泸州
钟山	贺州
郓城	菏泽
罗田	黄冈
镇坪	安康
鸡冠	鸡西
洪山	武汉
武川	呼和浩特
魏县	邯郸
涡阳	亳州
市北	青岛
叶城	喀什
永丰	吉安
民乐	张掖
龙港	葫芦岛
鄂伦春自治旗	呼伦贝尔
永清	廊坊
龙游	衢州
巴马瑶族	河池
信州	上饶
陵川	晋城
民丰	和田
托里	塔城
平南	贵港
互助土族	海东
市南	青岛
阜宁	盐城
湟源	西宁
龙湖	汕头
龙湾	温州
澄海	汕头
保靖	湘西
矿区	阳泉
庐阳	合肥
交口	吕梁
辉南	通化
五通桥	乐山
红山	赤峰
望花	抚顺
凤冈	遵义
裕民	塔城
彰武	阜新
榆中	兰州
宜章	郴州
龙泉驿	成都
金明	开封
芙蓉	长沙
上栗	萍乡
柳江	柳州
拉孜	日喀则
芮城	运城
肃宁	沧州
伊通满族	四平
会宁	白银
成县	陇南
遵义	遵义
昌平	北京
蕉城	宁德
绥阳	遵义
柯坪	阿克苏
馆陶	邯郸
祁门	黄山
科尔沁右翼中旗	兴安盟
涞水	保定
光山	信阳
蜀山	合肥
溆浦	怀化
老边	营口
铅山	上饶
苍梧	梧州
石台	池州
巴楚	喀什
浈江	韶关
梓潼	绵阳
沧县	沧州
宾阳	南宁
南郊	大同
江城	阳江
南郑	汉中
旺苍	广元
孟村回族	沧州
柳河	通化
南部	南充
平利	安康
成安	邯郸
本溪满族	本溪
禄丰	楚雄
宝塔	延安
易县	保定
汇川	遵义
恭城瑶族	桂林
漠河	大兴安岭
绿园	长春
镇雄	昭通
龙潭	吉林
辉县	新乡
昌黎	秦皇岛
石峰	株洲
正镶白旗	锡林郭勒盟
清丰	濮阳
石柱土家族	重庆
鄞州	宁波
阿鲁科尔沁旗	赤峰
石鼓	衡阳
龙沙	齐齐哈尔
宜秀	安庆
槐荫	济南
垫江	重庆
岳西	安庆
浉河	信阳
秀峰	桂林
江陵	荆州
武隆	重庆
景东彝族	普洱
新罗	龙岩
临翔	临沧
经济开发试验	揭阳
民和回族土族	海东
梅列	三明
农安	长春
蓝田	西安
鼎城	常德
枣强	衡水
清涧	榆林
石楼	吕梁
邱县	邯郸
武宣	来宾
林西	赤峰
和林格尔	呼和浩特
石龙	平顶山
绛县	运城
清流	三明
沿滩	自贡
相山	淮北
东乌珠穆沁旗	锡林郭勒盟
东至	池州
青河	阿勒泰
襄汾	临汾
宿城	宿迁
祁阳	永州
郯城	临沂
桃城	衡水
阎良	西安
桓台	淄博
西乡塘	南宁
龙江	齐齐哈尔
潢川	信阳
长武	咸阳
历城	济南
昂昂溪	齐齐哈尔
桦南	佳木斯
安岳	资阳
衡阳	衡阳
武陟	焦作
南县	益阳
古塔	锦州
西秀	安顺
麻山	鸡西
承德	承德
回民	呼和浩特
平邑	临沂
四子王旗	乌兰察布
新市	乌鲁木齐
凤县	宝鸡
湘东	萍乡
闽侯	福州
郸城	周口
上犹	赣州
原阳	新乡
开阳	贵阳
靖边	榆林
弋江	芜湖
伊川	洛阳
通渭	定西
牧野	新乡
泸县	泸州
靖远	白银
凤台	淮南
新干	吉安
大观	安庆
清河	淮安
芒康	昌都
贡觉	昌都
盱眙	淮安
东胜	鄂尔多斯
万盛	重庆
思南	铜仁
西丰	铁岭
方山	吕梁
桥西	邢台
蓬江	江门
勃利	七台河
阳西	阳江
梁园	商丘
当涂	马鞍山
振兴	丹东
庐山	九江
涞源	保定
新绛	运城
陇川	德宏
黄梅	黄冈
元宝山	赤峰
魏都	许昌
连城	龙岩
牡丹	菏泽
大武口	石嘴山
友好	伊春
高港	泰州
新建	南昌
西湖	杭州
昌宁	保山
建宁	三明
措美	山南
禹会	蚌埠
文圣	辽阳
源汇	漯河
围场满族蒙古族	承德
微山	济宁
吴桥	沧州
中方	怀化
平遥	晋中
宾县	哈尔滨
尖草坪	太原
莫力达瓦达斡尔族自治旗	呼伦贝尔
盐池	吴忠
延长	延安
武邑	衡水
合阳	渭南
蒲县	临汾
抚松	白山
石城	赣州
南长	无锡
万全	张家口
巴林左旗	赤峰
蒙城	亳州
那坡	百色
武都	陇南
莎车	喀什
水城	六盘水
扶余	松原
呼中	大兴安岭
桐梓	遵义
鲁甸	昭通
萝岗	广州
温宿	阿克苏
新晃侗族	怀化
镇原	庆阳
长洲	梧州
双峰	娄底
大港	天津
清河门	阜新
泾川	平凉
阳高	大同
酉阳	重庆
大东	沈阳
浦东	上海
浮山	临汾
德保	百色
太谷	晋中
华亭	平凉
平坝	安顺
阳东	阳江
长海	大连
新宾满族	抚顺
岭东	双鸭山
通化	通化
乐至	资阳
诏安	漳州
滨湖	无锡
吉水	吉安
双台子	盘锦
桥东	邢台
行唐	石家庄
丹徒	镇江
青冈	绥化
资阳	益阳
修武	焦作
长治	长治
江南	南宁
宜黄	抚州
临颍	漯河
交城	吕梁
五原	巴彦淖尔
婺城	金华
阜平	保定
长沙	长沙
钦南	钦州
天山	乌鲁木齐
三台	绵阳
曲松	山南
固镇	蚌埠
丰县	徐州
红塔	玉溪
新抚	抚顺
鄂温克族自治旗	呼伦贝尔
盘县	六盘水
阳信	滨州
白下	南京
爱民	牡丹江
潮安	潮州
右江	百色
织金	毕节
江北	重庆
鄂城	鄂州
五台	忻州
滴道	鸡西
盐津	昭通
繁峙	忻州
东昌	通化
德清	湖州
钦北	钦州
湘桥	潮州
日土	阿里
乐安	抚州
秀山土家族苗族	重庆
海曙	宁波
察哈尔右翼后旗	乌兰察布
沙市	荆州
田东	百色
复兴	邯郸
麻章	湛江
留坝	汉中
峰峰矿	邯郸
高唐	聊城
白云	贵阳
东西湖	武汉
平阳	温州
霞山	湛江
平阴	济南
吴中	苏州
泰来	齐齐哈尔
辰溪	怀化
彝良	昭通
江口	铜仁
蒙阴	临沂
静海	天津
安定	定西
丰南	唐山
惠来	揭阳
仓山	福州
南和	邢台
旌德	宣城
托克托	呼和浩特
禹王台	开封
安宁	兰州
万柏林	太原
乌审旗	鄂尔多斯
小河	贵阳
平陆	运城
崇安	无锡
太仆寺旗	锡林郭勒盟
湛河	平顶山
临城	邢台
宝山	上海
八步	贺州
娄烦	太原
克山	齐齐哈尔
大余	赣州
五华	梅州
蕲春	黄冈
杨凌	咸阳
磐安	金华
安居	遂宁
长汀	龙岩
龙安	安阳
麒麟	曲靖
沈北新	沈阳
安塞	延安
华池	庆阳
宜川	延安
南靖	漳州
开化	衢州
建平	朝阳
神木	榆林
盐湖	运城
嫩江	黑河
黄浦	上海
武功	咸阳
务川仡佬族苗族	遵义
峡江	吉安
象州	来宾
郎溪	宣城
横县	南宁
太康	周口
上城	杭州
饶河	双鸭山
桑日	山南
阿克塞哈萨克族	酒泉
美兰	海口
济阳	济南
屏山	宜宾
固阳	包头
鄱阳	上饶
漳县	定西
富蕴	阿勒泰
丰都	重庆
铁山	黄石
乾安	松原
濮阳	濮阳
卫滨	新乡
武陵源	张家界
酉阳土家族苗族	重庆
南城	抚州
九江	九江
肃北蒙古族	酒泉
太平	阜新
新宁	邵阳
梅里斯达斡尔族	齐齐哈尔
静乐	忻州
新安	洛阳
凤阳	滁州
下花园	张家口
定结	日喀则
顺义	北京
伍家岗	宜昌
铁岭	铁岭
润州	镇江
贡井	自贡
山亭	枣庄
开县	重庆
怀仁	朔州
青县	沧州
株洲	株洲
开发	湛江
凉城	乌兰察布
爱辉	黑河
长岛	烟台
盐亭	绵阳
君山	岳阳
滨江	杭州
碑林	西安
吴起	延安
青原	吉安
阳谷	聊城
红安	黄冈
浦江	金华
范县	濮阳
白碱滩	克拉玛依
白水	渭南
陕县	三门峡
大足	重庆
乳源瑶族	韶关
北林	绥化
响水	盐城
鹿寨	柳州
肃州	酒泉
平和	漳州
路北	唐山
永定	龙岩
綦江	重庆
景县	衡水
南陵	芜湖
黎川	抚州
德江	铜仁
山城	鹤壁
宣化	张家口
祁县	晋中
安多	那曲
青云谱	南昌
徐闻	湛江
金东	金华
元坝	广元
路南	唐山
琼结	山南
文县	陇南
崇礼	张家口
东营	东营
高淳	南京
宁强	汉中
扶沟	周口
白河	安康
郧西	十堰
大洼	盘锦
商州	商洛
长丰	合肥
象山	桂林
易门	玉溪
名山	雅安
庆安	绥化
三元	三明
寻甸回族彝族	昆明
仲巴	日喀则
余杭	杭州
三原	咸阳
满城	保定
剑阁	广元
汤旺河	伊春
康保	张家口
延寿	哈尔滨
上甘岭	伊春
奉贤	上海
萧山	杭州
盐边	攀枝花
滨海	盐城
安福	吉安
三江侗族	柳州
长泰	漳州
洛扎	山南
怀远	蚌埠
全州	桂林
比如	那曲
汶上	济宁
紫阳	安康
进贤	南昌
任城	济宁
永寿	咸阳
竹溪	十堰
达县	达州
九龙坡	重庆
肇州	大庆
顺河回族	开封
东明	菏泽
青浦	上海
双桥	承德
墨竹工卡	拉萨
平原	德州
富顺	自贡
北碚	重庆
港口	防城港
海安	南通
阿城	哈尔滨
新蔡	驻马店
隆尧	邢台
麻阳苗族	怀化
洞口	邵阳
邯山	邯郸
房县	十堰
江东	宁波
金秀瑶族	来宾
连江	福州
荔蒲	桂林
丰台	北京
洛川	延安
贾汪	徐州
茌平	聊城
乌达	乌海
崇明	上海
宣汉	达州
西青	天津
眉县	宝鸡
颍上	阜阳
秀洲	嘉兴
德化	泉州
丰满	吉林
彭山	眉山
颍东	阜阳
津南	天津
源城	河源
景泰	白银
孝南	孝感
库伦旗	通辽
盐都	盐城
蝶山	梧州
东昌府	聊城
港南	贵港
鹰手营子矿	承德
莱山	烟台
永嘉	温州
布尔津	阿勒泰
八道江	白山
嘉陵	南充
红旗	新乡
普兰	阿里
伊春	伊春
杭锦旗	鄂尔多斯
镇宁布依族苗族	安顺
漳浦	漳州
子洲	榆林
临沭	临沂
广灵	大同
长兴	湖州
抚宁	秦皇岛
江源	白山
泗县	宿州
北塔	邵阳
和平	沈阳
东宁	牡丹江
港北	贵港
北塘	无锡
府谷	榆林
文水	吕梁
林口	牡丹江
景谷傣族彝族	普洱
端州	肇庆
天祝藏族	武威
灵石	晋中
武江	韶关
道里	哈尔滨
云安	云浮
龙陵	保山
平武	绵阳
当雄	拉萨
襄城	许昌
寿县	六安
徽州	黄山
老城	洛阳
宿豫	宿迁
罗江	德阳
龙马潭	泸州
谢通门	日喀则
电白	茂名
阿拉善右旗	阿拉善盟
朝阳	朝阳
新城	西安
惠安	泉州
西和	陇南
高县	宜宾
弓长岭	辽阳
岚山	日照
绥中	葫芦岛
无棣	滨州
金平	汕头
阳原	张家口
龙城	朝阳
九原	包头
肃南裕固族	张掖
弋阳	上饶
海原	中卫
浦口	南京
桃江	益阳
泌阳	驻马店
杨浦	上海
开江	达州
岱岳	泰安
襄垣	长治
天等	崇左
高台	张掖
吴兴	湖州
寻乌	赣州
美溪	伊春
绥滨	鹤岗
嵊泗	舟山
三水	佛山
邹平	滨州
岱山	舟山
勉县	汉中
浦北	钦州
萨迦	日喀则
卢氏	三门峡
遂昌	丽水
西吉	固原
天宁	常州
宜良	昆明
郫县	成都
巨鹿	邢台
琅琊	滁州
上街	郑州
肥西	合肥
南皮	沧州
华县	渭南
渠县	达州
江达	昌都
盘山	盘锦
呼玛	大兴安岭
奎文	潍坊
博白	玉林
梁河	德宏
集贤	双鸭山
杜尔伯特蒙古族	大庆
洛龙	洛阳
米林	林芝
五河	蚌埠
江汉	武汉
高邑	石家庄
喀喇沁左翼蒙古族	朝阳
西工	洛阳
睢宁	徐州
大邑	成都
山丹	张掖
玉山	上饶
万载	宜春
牟平	烟台
清徐	太原
中山	大连
澄城	渭南
随县	随州
樊城	襄阳
营山	南充
镇赉	白城
镇海	宁波
汉寿	常德
江永	永州
丰泽	泉州
休宁	黄山
西城	北京
苍南	温州
磁县	邯郸
仪陇	南充
禅城	佛山
道县	永州
新林	大兴安岭
连云	连云港
临朐	潍坊
右玉	朔州
岐山	宝鸡
祁东	衡阳
福山	烟台
永吉	吉林
泰顺	温州
琼山	海口
梁子湖	鄂州
大通	淮南
武清	天津
郾城	漯河
通海	玉溪
马边彝族	乐山
化德	乌兰察布
武乡	长治
新巴尔虎右旗	呼伦贝尔
柳城	柳州
望奎	绥化
邻水	广安
同心	吴忠
稷山	运城
柘荣	宁德
石柱	重庆
椒江	台州
金川	金昌
海陵	泰州
金州	大连
吉利	洛阳
红寺堡	吴忠
武义	金华
猇亭	宜昌
呼兰	哈尔滨
罗湖	深圳
迎泽	太原
仁化	韶关
九里	徐州
吉木乃	阿勒泰
历下	济南
新昌	绍兴
武侯	成都
黔江	重庆
江海	江门
耀州	铜川
永善	昭通
绥江	昭通
丰润	唐山
抚顺	抚顺
佛坪	汉中
贵池	池州
大通回族土族	西宁
金山	上海
鹤城	怀化
滦平	承德
西固	兰州
子长	延安
海拉尔	呼伦贝尔
垦利	东营
嘉善	嘉兴
龙门	惠州
运河	沧州
清浦	淮安
吉县	临汾
宁蒗彝族	丽江
武进	常州
夷陵	宜昌
居巢	巢湖
蔚县	张家口
湘阴	岳阳
彭水苗族土家族	重庆
红星	伊春
化隆回族	海东
通河	哈尔滨
甘井子	大连
崇仁	抚州
玉州	玉林
米易	攀枝花
巴南	重庆
师宗	曲靖
通江	巴中
东风	佳木斯
遂川	吉安
桃源	常德
花山	马鞍山
隆德	固原
沾化	滨州
松阳	丽水
迎江	安庆
确山	驻马店
灵璧	宿州
大兴	北京
大关	昭通
辽阳	辽阳
西陵	宜昌
蒲江	成都
崇文	北京
解放	焦作
罗源	福州
康县	陇南
卢湾	上海
薛城	枣庄
安新	保定
隆林各族	百色
工农	鹤岗
岗巴	日喀则
靖西	百色
平桥	信阳
清水河	呼和浩特
元氏	石家庄
番禺	广州
坊子	潍坊
淳化	咸阳
梅江	梅州
南浔	湖州
民勤	武威
闻喜	运城
忠县	重庆
兰山	临沂
南海	佛山
井陉	石家庄
大厂回族	廊坊
故城	衡水
延津	新乡
平远	梅州
涧西	洛阳
景宁畲族	丽水
澜沧拉祜族	普洱
寒亭	潍坊
台安	鞍山
雁江	资阳
资溪	抚州
凤泉	新乡
泉山	徐州
路桥	台州
潍城	潍坊
墨玉	和田
萨嘎	日喀则
科尔沁左翼后旗	通辽
修水	九江
迁西	唐山
铜鼓	宜春
仁和	攀枝花
阿荣旗	呼伦贝尔
江洲	崇左
甘州	张掖
瑶海	合肥
米脂	榆林
黄埔	广州
明水	绥化
德城	德州
钢城	莱芜
尖山	双鸭山
左权	晋中
哈巴河	阿勒泰
衡南	衡阳
金安	六安
高阳	保定
会昌	赣州
托克逊	吐鲁番
科尔沁右翼前旗	兴安盟
麻栗坡	文山
饶阳	衡水
英吉沙	喀什
封丘	新乡
杏花岭	太原
田家庵	淮南
富拉尔基	齐齐哈尔
资中	内江
云龙	徐州
灵台	平凉
乌马河	伊春
敖汉旗	赤峰
平潭	福州
西充	南充
高陵	西安
南汇	上海
华坪	丽江
兴安	桂林
黄陂	武汉
阳城	晋城
南江	巴中
东平	泰安
内黄	安阳
勐腊	西双版纳
黄陵	延安
崆峒	平凉
团城山开发	黄石
郧县	十堰
郁南	云浮
黟县	黄山
大埔	梅州
南谯	滁州
曲周	邯郸
枞阳	安庆
巫山	重庆
滨城	滨州
京山	荆门
大城	廊坊
浦城	南平
双流	成都
章贡	赣州
察哈尔右翼前旗	乌兰察布
覃塘	贵港
德安	九江
麦积	天水
田阳	百色
兴国	赣州
茄子河	七台河
河曲	忻州
锦江	成都
维扬	扬州
科尔沁	通辽
青白江	成都
寿宁	宁德
阿瓦提	阿克苏
中宁	中卫
龙华	海口
平乐	桂林
扎囊	山南
荣县	自贡
始兴	韶关
兴隆	承德
佛冈	清远
鸡泽	邯郸
南沙	广州
高坪	南充
秦州	天水
循化撒拉族	海东
平乡	邢台
筠连	宜宾
志丹	延安
黔西	毕节
单县	菏泽
恒山	鸡西
良庆	南宁
宁晋	邢台
柳北	柳州
户县	西安
洛宁	洛阳
壶关	长治
富平	渭南
银海	北海
监利	荆州
依安	齐齐哈尔
灵丘	大同
山阳	焦作
山阴	朔州
合水	庆阳
贡嘎	山南
港闸	南通
元江哈尼族彝族傣族	玉溪
犍为	乐山
林甸	大庆
泸溪	湘西
博野	保定
合江	泸州
红挢	天津
瓜州	酒泉
通榆	白城
柳南	柳州
余庆	遵义
松岭	大兴安岭
秦安	天水
来安	滁州
带岭	伊春
吉隆	日喀则
建昌	葫芦岛
伊金霍洛旗	鄂尔多斯
光泽	南平
新荣	大同
湟中	西宁
裕华	石家庄
南漳	襄阳
海州	连云港
芜湖	芜湖
北市	保定
徐水	保定
松山	赤峰
东川	昆明
广阳	廊坊
霍山	六安
晋宁	昆明
泰山	泰安
晋安	福州
点军	宜昌
环翠	威海
肥东	合肥
镇巴	汉中
大名	邯郸
大同	大同
怀集	肇庆
印江土家族苗族	铜仁
广陵	扬州
雨山	马鞍山
肥乡	邯郸
施甸	保山
公安	荆州
天峨	河池
惠山	无锡
和顺	晋中
乌伊岭	伊春
栾川	洛阳
郊区	铜陵
利州	广元
